date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_new
14-11-2025,maharashtra,ahmadnagar,414502,5,0,0,
14-11-2025,maharashtra,ahmadnagar,422620,0,1,1,
14-11-2025,maharashtra,ahmed nagar,414006,0,1,0,
14-11-2025,maharashtra,ahmed nagar,422605,2,0,0,
14-11-2025,maharashtra,ahmed nagar,422611,1,0,0,
14-11-2025,maharashtra,aurangabad,431003,0,1,0,
14-11-2025,maharashtra,aurangabad,431005,3,0,0,
14-11-2025,maharashtra,aurangabad,431006,1,1,0,
14-11-2025,maharashtra,aurangabad,431008,3,1,0,
14-11-2025,maharashtra,aurangabad,431150,1,1,0,
14-11-2025,maharashtra,bid,413249,1,0,0,
14-11-2025,maharashtra,osmanabad,413502,2,0,0,
14-11-2025,maharashtra,osmanabad,413507,2,0,0,
14-11-2025,maharashtra,osmanabad,413604,3,0,0,
14-11-2025,meghalaya,east garo hills,783123,0,1,0,
14-11-2025,meghalaya,east khasi hills,793015,1,4,0,
14-11-2025,meghalaya,east khasi hills,793016,0,1,0,
14-11-2025,meghalaya,east khasi hills,793019,1,0,0,
14-11-2025,meghalaya,east khasi hills,793021,1,1,0,
14-11-2025,meghalaya,north garo hills,794002,2,1,0,
14-11-2025,meghalaya,south west garo hills,794115,1,2,0,
14-11-2025,meghalaya,west garo hills,794003,0,0,1,
14-11-2025,meghalaya,west garo hills,794005,1,1,0,
14-11-2025,meghalaya,west garo hills,794109,1,1,1,
14-11-2025,odisha,baleshwar,756023,1,1,0,
14-11-2025,odisha,baleshwar,756083,1,0,0,
14-11-2025,odisha,baleswar,756024,2,1,0,
14-11-2025,odisha,baleswar,756026,2,3,0,
14-11-2025,odisha,baleswar,756038,5,0,0,
14-11-2025,odisha,baleswar,756042,2,0,0,
14-11-2025,odisha,baleswar,756043,1,0,0,
14-11-2025,odisha,baleswar,756056,1,0,0,
14-11-2025,puducherry,pondicherry,607402,1,0,0,
14-11-2025,sikkim,east,737101,2,0,1,
14-11-2025,telangana,k.v. rangareddy,500005,10,1,0,
14-11-2025,telangana,k.v. rangareddy,500019,3,1,0,
14-11-2025,telangana,k.v. rangareddy,500035,4,3,0,
14-11-2025,telangana,k.v. rangareddy,500060,3,0,0,
14-11-2025,telangana,k.v. rangareddy,500068,1,0,0,
14-11-2025,telangana,k.v. rangareddy,500079,2,0,0,
14-11-2025,telangana,k.v. rangareddy,500081,0,0,1,
14-11-2025,telangana,k.v. rangareddy,500088,3,4,0,
14-11-2025,telangana,k.v. rangareddy,500102,0,0,1,
14-11-2025,telangana,k.v. rangareddy,501141,5,1,0,
14-11-2025,telangana,k.v. rangareddy,501503,4,1,0,
14-11-2025,telangana,k.v. rangareddy,501510,4,0,0,
14-11-2025,telangana,k.v. rangareddy,509216,2,0,0,
14-11-2025,telangana,k.v. rangareddy,509228,1,0,0,
14-11-2025,telangana,k.v. rangareddy,509321,0,1,0,
14-11-2025,telangana,k.v. rangareddy,509325,5,0,0,
14-11-2025,telangana,k.v. rangareddy,509327,1,0,0,
14-11-2025,telangana,k.v. rangareddy,509337,1,1,0,
14-11-2025,uttar pradesh,allahabad,211001,0,1,0,
14-11-2025,uttar pradesh,allahabad,211013,1,1,0,
14-11-2025,uttar pradesh,allahabad,212301,2,4,0,
14-11-2025,uttar pradesh,allahabad,212306,6,0,0,
14-11-2025,uttar pradesh,allahabad,212402,5,5,0,
14-11-2025,uttar pradesh,allahabad,212502,3,3,0,
14-11-2025,uttar pradesh,allahabad,212507,2,0,0,
14-11-2025,uttar pradesh,allahabad,221507,1,1,0,
14-11-2025,west bengal,barddhaman,712512,1,0,0,
14-11-2025,west bengal,barddhaman,713102,6,1,0,
14-11-2025,west bengal,barddhaman,713128,1,0,0,
14-11-2025,west bengal,barddhaman,713140,2,0,0,
14-11-2025,west bengal,barddhaman,713143,7,1,0,
14-11-2025,west bengal,barddhaman,713148,2,2,0,
14-11-2025,west bengal,barddhaman,713151,1,0,0,
14-11-2025,west bengal,barddhaman,713315,0,1,0,
14-11-2025,west bengal,barddhaman,713321,2,0,0,
14-11-2025,west bengal,barddhaman,713340,0,1,0,
14-11-2025,west bengal,barddhaman,713363,1,0,0,
14-11-2025,west bengal,barddhaman,713364,0,1,0,
14-11-2025,west bengal,barddhaman,713423,3,0,0,
14-11-2025,west bengal,barddhaman,713424,0,1,0,
14-11-2025,west bengal,bardhaman,713128,0,1,0,
14-11-2025,west bengal,bardhaman,713343,1,0,0,
14-11-2025,west bengal,bardhaman,713359,0,1,0,
14-11-2025,west bengal,east midnapore,721420,1,0,0,
14-11-2025,west bengal,haora,711310,1,0,0,
14-11-2025,west bengal,haora,711315,1,0,0,
14-11-2025,west bengal,haora,711403,0,1,0,
14-11-2025,andhra pradesh,adilabad,504231,1,0,0,
14-11-2025,andhra pradesh,adilabad,504273,2,0,0,
14-11-2025,andhra pradesh,adilabad,504293,0,1,0,
14-11-2025,andhra pradesh,adilabad,504295,2,0,0,
14-11-2025,andhra pradesh,adilabad,504312,1,1,0,
14-11-2025,andhra pradesh,cuddapah,516002,4,0,0,
14-11-2025,andhra pradesh,cuddapah,516107,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516203,3,0,0,
14-11-2025,andhra pradesh,cuddapah,516269,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516289,1,1,0,
14-11-2025,andhra pradesh,cuddapah,516434,3,1,0,
14-11-2025,andhra pradesh,cuddapah,516439,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500002,2,1,0,
14-11-2025,andhra pradesh,hyderabad,500006,4,0,0,
14-11-2025,andhra pradesh,hyderabad,500012,0,1,0,
14-11-2025,andhra pradesh,hyderabad,500026,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500054,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500059,2,0,0,
14-11-2025,andhra pradesh,karimnagar,505001,1,0,0,
14-11-2025,andhra pradesh,karimnagar,505460,1,0,0,
14-11-2025,andhra pradesh,khammam,507124,1,0,0,
14-11-2025,andhra pradesh,khammam,507201,2,0,0,
14-11-2025,andhra pradesh,mahabub nagar,509408,3,0,0,
14-11-2025,andhra pradesh,n. t. r,520004,1,0,0,
14-11-2025,andhra pradesh,n. t. r,520007,0,0,1,
14-11-2025,andhra pradesh,n. t. r,521108,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508202,0,1,0,
14-11-2025,andhra pradesh,nalgonda,508278,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508284,1,0,0,
14-11-2025,andhra pradesh,nizamabad,503302,1,0,0,
14-11-2025,andhra pradesh,nizamabad,503310,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500018,2,0,0,
14-11-2025,andhra pradesh,rangareddi,500079,1,0,0,
14-11-2025,andhra pradesh,rangareddi,501301,1,0,0,
14-11-2025,andhra pradesh,rangareddi,501359,1,1,0,
14-11-2025,andhra pradesh,rangareddi,501506,1,0,0,
14-11-2025,andhra pradesh,rangareddi,501510,1,0,0,
14-11-2025,andhra pradesh,warangal,506001,1,0,0,
14-11-2025,assam,karimganj,788152,1,2,0,
14-11-2025,assam,karimganj,788712,5,5,0,
14-11-2025,assam,karimganj,788719,1,0,0,
14-11-2025,assam,karimganj,788722,5,1,0,
14-11-2025,assam,karimganj,788728,4,6,0,
14-11-2025,west bengal,west midnapore,721102,1,0,0,
14-11-2025,west bengal,west midnapore,721507,6,1,0,
14-11-2025,madhya pradesh,east nimar,450001,7,1,0,
14-11-2025,madhya pradesh,east nimar,450116,2,0,0,
14-11-2025,madhya pradesh,hoshangabad,461001,5,1,0,
14-11-2025,madhya pradesh,hoshangabad,461111,10,0,0,
14-11-2025,madhya pradesh,hoshangabad,461115,2,0,0,
14-11-2025,maharashtra,ahmadnagar,413201,8,0,0,
14-11-2025,maharashtra,ahmadnagar,413701,1,0,0,
14-11-2025,maharashtra,ahmadnagar,413702,1,0,0,
14-11-2025,maharashtra,ahmadnagar,414105,3,0,0,
14-11-2025,maharashtra,ahmadnagar,414111,2,0,0,
14-11-2025,maharashtra,ahmadnagar,414601,1,0,0,
14-11-2025,maharashtra,ahmadnagar,422610,2,0,0,
14-11-2025,maharashtra,ahmadnagar,423605,1,0,0,
14-11-2025,maharashtra,ahmed nagar,413714,1,0,0,
14-11-2025,maharashtra,ahmed nagar,422610,1,0,0,
14-11-2025,maharashtra,aurangabad,423703,1,0,0,
14-11-2025,maharashtra,aurangabad,431001,39,16,0,
14-11-2025,maharashtra,aurangabad,431002,2,2,0,
14-11-2025,maharashtra,aurangabad,431101,1,0,0,
14-11-2025,maharashtra,aurangabad,431103,15,2,0,
14-11-2025,maharashtra,aurangabad,431116,3,0,0,
14-11-2025,maharashtra,aurangabad,431118,2,0,0,
14-11-2025,maharashtra,osmanabad,413505,2,1,0,
14-11-2025,maharashtra,osmanabad,413506,1,0,0,
14-11-2025,maharashtra,osmanabad,413606,4,0,0,
14-11-2025,maharashtra,osmanabad,413624,1,0,0,
14-11-2025,manipur,imphal west,795113,2,0,0,
14-11-2025,manipur,imphal west,795130,0,1,0,
14-11-2025,meghalaya,east khasi hills,793107,0,1,0,
14-11-2025,meghalaya,north garo hills,794108,0,12,0,
14-11-2025,meghalaya,north garo hills,794112,2,2,0,
14-11-2025,meghalaya,south west khasi hills,793106,12,15,0,
14-11-2025,meghalaya,west jaintia hills,793150,3,5,4,
14-11-2025,meghalaya,west khasi hills,793119,7,3,10,
14-11-2025,odisha,baleshwar,756002,1,0,0,
14-11-2025,odisha,baleshwar,756038,1,0,0,
14-11-2025,odisha,baleswar,756027,1,0,0,
14-11-2025,odisha,baleswar,756032,0,2,0,
14-11-2025,odisha,baleswar,756035,2,0,0,
14-11-2025,odisha,baleswar,756040,2,1,0,
14-11-2025,odisha,baleswar,756044,3,0,0,
14-11-2025,odisha,baleswar,756058,1,1,0,
14-11-2025,odisha,baleswar,756060,1,0,0,
14-11-2025,odisha,baleswar,756083,1,0,0,
14-11-2025,odisha,subarnapur,767023,0,1,0,
14-11-2025,puducherry,pondicherry,605008,1,0,0,
14-11-2025,punjab,nawanshahr,144516,1,0,0,
14-11-2025,sikkim,east,737135,1,0,0,
14-11-2025,sikkim,east sikkim,737133,0,0,1,
14-11-2025,sikkim,south,737134,1,1,0,
14-11-2025,sikkim,west,737111,1,0,0,
14-11-2025,sikkim,west,737121,1,0,0,
14-11-2025,sikkim,west sikkim,737113,0,0,1,
14-11-2025,andhra pradesh,mahabub nagar,509407,1,0,0,
14-11-2025,andhra pradesh,mahbubnagar,509001,2,0,0,
14-11-2025,andhra pradesh,mahbubnagar,509102,3,0,0,
14-11-2025,andhra pradesh,mahbubnagar,509104,1,0,0,
14-11-2025,andhra pradesh,mahbubnagar,509381,1,0,0,
14-11-2025,andhra pradesh,n. t. r,520013,1,0,0,
14-11-2025,andhra pradesh,n. t. r,521178,3,0,0,
14-11-2025,andhra pradesh,n. t. r,521215,1,0,0,
14-11-2025,andhra pradesh,n. t. r,521241,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508116,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508213,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508243,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508246,1,0,0,
14-11-2025,andhra pradesh,nalgonda,508252,2,0,0,
14-11-2025,andhra pradesh,nalgonda,508377,1,0,0,
14-11-2025,andhra pradesh,nizamabad,503001,3,0,0,
14-11-2025,andhra pradesh,rangareddi,500019,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500047,1,0,0,
14-11-2025,andhra pradesh,rangareddi,500048,1,1,0,
14-11-2025,assam,karimganj,788156,1,2,0,
14-11-2025,assam,karimganj,788701,3,1,0,
14-11-2025,assam,karimganj,788710,1,0,0,
14-11-2025,assam,karimganj,788720,12,3,1,
14-11-2025,assam,karimganj,788723,13,4,2,
14-11-2025,assam,karimganj,788727,2,0,0,
14-11-2025,assam,karimganj,788733,0,1,0,
14-11-2025,assam,karimganj,788737,2,4,0,
14-11-2025,bihar,east champaran,845401,0,3,0,
14-11-2025,bihar,east champaran,845417,1,0,0,
14-11-2025,bihar,east champaran,845418,1,3,0,
14-11-2025,bihar,east champaran,845419,0,1,0,
14-11-2025,bihar,east champaran,845432,2,1,0,
14-11-2025,bihar,east champaran,845458,0,3,0,
14-11-2025,bihar,west champaran,845306,1,6,0,
14-11-2025,bihar,west champaran,845450,0,3,1,
14-11-2025,bihar,west champaran,845452,1,4,1,
14-11-2025,bihar,west champaran,845459,0,4,0,
14-11-2025,chhattisgarh,baloda bazar,493222,4,0,0,
14-11-2025,chhattisgarh,baloda bazar,493229,1,0,2,
14-11-2025,chhattisgarh,baloda bazar,493331,1,0,0,
14-11-2025,chhattisgarh,baloda bazar,493332,1,0,1,
14-11-2025,chhattisgarh,baloda bazar,493344,5,0,0,
14-11-2025,chhattisgarh,baloda bazar,493526,4,0,0,
14-11-2025,chhattisgarh,kawardha,491336,1,0,0,
14-11-2025,chhattisgarh,kawardha,491995,11,3,0,
14-11-2025,chhattisgarh,khairagarh chhuikhadan gandai,491888,3,0,0,
14-11-2025,chhattisgarh,koriya,497451,1,0,0,
14-11-2025,delhi,north west delhi,110009,2,0,0,
14-11-2025,delhi,north west delhi,110042,23,5,0,
14-11-2025,delhi,north west delhi,110085,3,0,0,
14-11-2025,delhi,south west delhi,110021,0,0,1,
14-11-2025,delhi,south west delhi,110023,1,0,0,
14-11-2025,delhi,south west delhi,110043,4,2,1,
14-11-2025,delhi,south west delhi,110045,9,0,1,
14-11-2025,delhi,south west delhi,110046,1,1,0,
14-11-2025,delhi,south west delhi,110064,3,1,1,
14-11-2025,delhi,south west delhi,110066,0,0,1,
14-11-2025,gujarat,dohad,389146,1,0,0,
14-11-2025,gujarat,dohad,389152,2,4,0,
14-11-2025,gujarat,dohad,389170,4,1,0,
14-11-2025,gujarat,dohad,389172,3,1,0,
14-11-2025,haryana,gurgaon,122002,1,2,1,
14-11-2025,haryana,gurgaon,122015,1,0,0,
14-11-2025,haryana,gurgaon,122413,2,0,0,
14-11-2025,haryana,gurgaon,122503,1,0,0,
14-11-2025,haryana,gurgaon,122504,2,0,0,
14-11-2025,haryana,mewat,122107,16,3,0,
14-11-2025,haryana,mewat,122508,37,0,0,
14-11-2025,jammu and kashmir,kargil,194105,3,0,0,
14-11-2025,jammu and kashmir,leh,194101,1,0,0,
14-11-2025,jharkhand,pashchimi singhbhum,833215,2,1,0,
14-11-2025,karnataka,bangalore,560003,0,1,0,
14-11-2025,karnataka,bangalore,560013,1,0,0,
14-11-2025,karnataka,bangalore,560019,4,0,0,
14-11-2025,karnataka,bangalore,560033,1,0,0,
14-11-2025,karnataka,bangalore,560050,3,1,0,
14-11-2025,karnataka,bangalore,560057,2,0,0,
14-11-2025,karnataka,bangalore,560066,0,1,0,
14-11-2025,karnataka,bangalore,560076,1,0,0,
14-11-2025,karnataka,bangalore,560079,1,0,0,
14-11-2025,karnataka,bangalore,560087,0,2,0,
14-11-2025,karnataka,bangalore,562149,2,0,0,
14-11-2025,karnataka,belgaum,591104,1,0,0,
14-11-2025,karnataka,belgaum,591108,1,0,0,
14-11-2025,karnataka,belgaum,591125,2,0,0,
14-11-2025,karnataka,belgaum,591212,1,0,0,
14-11-2025,karnataka,belgaum,591217,2,1,0,
14-11-2025,karnataka,belgaum,591222,2,0,0,
14-11-2025,karnataka,belgaum,591235,1,1,0,
14-11-2025,karnataka,belgaum,591240,1,0,0,
14-11-2025,karnataka,belgaum,591254,1,0,0,
14-11-2025,karnataka,bellary,583111,1,0,0,
14-11-2025,karnataka,bellary,583124,1,0,0,
14-11-2025,karnataka,bellary,583220,1,1,0,
14-11-2025,karnataka,bellary,583224,1,0,0,
14-11-2025,karnataka,bengaluru,560003,2,0,0,
14-11-2025,karnataka,bengaluru,560009,0,0,1,
14-11-2025,karnataka,bengaluru,560018,2,1,0,
14-11-2025,karnataka,bengaluru,560021,1,0,0,
14-11-2025,karnataka,bengaluru,560026,7,0,0,
14-11-2025,karnataka,bengaluru,560027,1,0,1,
14-11-2025,karnataka,bengaluru,560029,1,0,0,
14-11-2025,karnataka,bengaluru,560030,1,1,0,
14-11-2025,karnataka,bengaluru,560050,4,0,0,
14-11-2025,karnataka,bengaluru,560056,1,0,0,
14-11-2025,karnataka,bengaluru,560060,6,1,0,
14-11-2025,karnataka,bengaluru,560063,0,2,0,
14-11-2025,karnataka,bengaluru,560083,2,1,0,
14-11-2025,karnataka,bengaluru,560088,2,0,0,
14-11-2025,karnataka,bengaluru,560092,1,1,0,
14-11-2025,karnataka,bengaluru,560094,1,0,0,
14-11-2025,karnataka,bengaluru,560103,1,2,0,
14-11-2025,karnataka,bengaluru,560104,1,0,0,
14-11-2025,karnataka,bengaluru,560114,0,1,0,
14-11-2025,karnataka,bengaluru,562125,1,0,0,
14-11-2025,karnataka,bengaluru,562130,1,0,0,
14-11-2025,karnataka,bijapur,586103,2,1,0,
14-11-2025,karnataka,bijapur,586112,1,1,0,
14-11-2025,karnataka,bijapur,586124,0,1,0,
14-11-2025,karnataka,bijapur,586202,2,0,0,
14-11-2025,karnataka,bijapur,586205,0,2,0,
14-11-2025,karnataka,bijapur,586210,3,0,0,
14-11-2025,karnataka,gulbarga,585103,1,0,0,
14-11-2025,karnataka,gulbarga,585213,1,0,0,
14-11-2025,karnataka,gulbarga,585214,1,0,0,
14-11-2025,karnataka,gulbarga,585225,1,1,0,
14-11-2025,karnataka,gulbarga,585265,1,0,0,
14-11-2025,karnataka,gulbarga,585301,2,0,0,
14-11-2025,karnataka,gulbarga,585306,1,0,0,
14-11-2025,karnataka,gulbarga,585310,6,0,0,
14-11-2025,karnataka,gulbarga,585311,2,0,0,
14-11-2025,karnataka,gulbarga,585322,2,0,0,
14-11-2025,karnataka,gulbarga,585325,1,1,0,
14-11-2025,karnataka,mysore,570019,2,0,0,
14-11-2025,karnataka,mysore,570022,2,0,0,
14-11-2025,karnataka,mysore,571102,5,0,0,
14-11-2025,karnataka,mysore,571105,1,0,0,
14-11-2025,karnataka,mysore,571110,1,1,0,
14-11-2025,karnataka,mysore,571114,2,0,0,
14-11-2025,karnataka,mysore,571116,1,0,0,
14-11-2025,karnataka,mysore,571124,1,0,0,
14-11-2025,karnataka,mysore,571125,1,0,0,
14-11-2025,karnataka,mysore,571189,1,0,0,
14-11-2025,karnataka,mysore,571316,1,0,0,
14-11-2025,karnataka,mysore,571617,2,0,0,
14-11-2025,karnataka,ramanagar,561101,1,0,0,
14-11-2025,karnataka,ramanagar,562121,1,0,0,
14-11-2025,karnataka,ramanagar,562138,6,0,0,
14-11-2025,telangana,k.v. rangareddy,500047,3,0,0,
14-11-2025,telangana,k.v. rangareddy,500048,8,2,0,
14-11-2025,telangana,k.v. rangareddy,500052,8,1,0,
14-11-2025,telangana,k.v. rangareddy,500076,1,2,0,
14-11-2025,telangana,k.v. rangareddy,500084,1,0,0,
14-11-2025,telangana,k.v. rangareddy,500087,1,0,0,
14-11-2025,telangana,k.v. rangareddy,500097,4,1,0,
14-11-2025,telangana,k.v. rangareddy,501144,1,0,0,
14-11-2025,telangana,k.v. rangareddy,501203,7,0,0,
14-11-2025,telangana,k.v. rangareddy,501218,3,3,0,
14-11-2025,telangana,k.v. rangareddy,501506,2,0,0,
14-11-2025,telangana,k.v. rangareddy,509335,2,0,0,
14-11-2025,telangana,k.v. rangareddy,509408,2,0,0,
14-11-2025,uttar pradesh,allahabad,211002,4,2,0,
14-11-2025,uttar pradesh,allahabad,211003,5,4,0,
14-11-2025,uttar pradesh,allahabad,211008,3,3,0,
14-11-2025,uttar pradesh,allahabad,212303,1,0,0,
14-11-2025,uttar pradesh,allahabad,221503,2,2,0,
14-11-2025,uttar pradesh,allahabad,221505,2,2,0,
14-11-2025,west bengal,barddhaman,713103,1,0,0,
14-11-2025,west bengal,barddhaman,713124,1,0,0,
14-11-2025,west bengal,barddhaman,713130,2,0,0,
14-11-2025,west bengal,barddhaman,713142,4,0,0,
14-11-2025,west bengal,barddhaman,713145,2,0,0,
14-11-2025,west bengal,barddhaman,713156,1,0,0,
14-11-2025,west bengal,barddhaman,713334,1,3,0,
14-11-2025,west bengal,barddhaman,713407,1,0,0,
14-11-2025,west bengal,barddhaman,713422,0,1,0,
14-11-2025,west bengal,barddhaman,713426,1,0,0,
14-11-2025,west bengal,barddhaman,713427,1,0,0,
14-11-2025,west bengal,barddhaman,713502,3,0,0,
14-11-2025,west bengal,bardhaman,713347,1,0,0,
14-11-2025,west bengal,bardhaman,713502,1,0,0,
14-11-2025,west bengal,east midnapore,721401,0,1,0,
14-11-2025,west bengal,east midnapore,721425,1,0,0,
14-11-2025,west bengal,east midnapore,721431,1,0,0,
14-11-2025,west bengal,east midnapore,721438,0,1,0,
14-11-2025,west bengal,east midnapore,721626,1,1,0,
14-11-2025,west bengal,haora,711204,1,0,0,
14-11-2025,west bengal,south dinajpur,733132,1,0,0,
14-11-2025,west bengal,west midnapore,721301,1,0,0,
14-11-2025,andhra pradesh,adilabad,504102,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516001,3,0,0,
14-11-2025,andhra pradesh,cuddapah,516126,2,2,0,
14-11-2025,andhra pradesh,cuddapah,516150,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516172,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516173,3,0,0,
14-11-2025,andhra pradesh,cuddapah,516193,3,0,0,
14-11-2025,andhra pradesh,cuddapah,516268,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516349,1,0,0,
14-11-2025,andhra pradesh,cuddapah,516464,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516502,2,0,0,
14-11-2025,andhra pradesh,cuddapah,516504,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500009,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500034,2,1,0,
14-11-2025,andhra pradesh,hyderabad,500037,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500053,10,0,0,
14-11-2025,andhra pradesh,hyderabad,500058,1,0,0,
14-11-2025,andhra pradesh,hyderabad,500065,2,0,0,
14-11-2025,andhra pradesh,hyderabad,500072,1,0,0,
14-11-2025,andhra pradesh,karim nagar,505301,1,1,0,
14-11-2025,andhra pradesh,khammam,507001,1,0,0,
14-11-2025,andhra pradesh,khammam,507161,0,2,0,
14-11-2025,andhra pradesh,khammam,507165,1,0,0,
14-11-2025,karnataka,belgaum,590014,2,1,0,
14-11-2025,karnataka,belgaum,591110,0,1,0,
14-11-2025,karnataka,belgaum,591117,3,1,0,
14-11-2025,karnataka,belgaum,591129,0,1,0,
14-11-2025,karnataka,belgaum,591224,1,0,0,
14-11-2025,karnataka,belgaum,591230,2,0,0,
14-11-2025,karnataka,belgaum,591306,1,0,0,
14-11-2025,karnataka,belgaum,591307,1,0,0,
14-11-2025,karnataka,bellary,583103,4,0,0,
14-11-2025,karnataka,bellary,583115,2,0,0,
14-11-2025,karnataka,bellary,583117,3,0,0,
14-11-2025,karnataka,bengaluru,560002,1,0,0,
14-11-2025,karnataka,bengaluru,560011,3,0,0,
14-11-2025,karnataka,bengaluru,560032,2,1,0,
14-11-2025,karnataka,bengaluru,560034,1,1,0,
14-11-2025,karnataka,bengaluru,560036,3,4,1,
14-11-2025,karnataka,bengaluru,560040,1,0,0,
14-11-2025,karnataka,bengaluru,560041,2,0,0,
14-11-2025,karnataka,bengaluru,560066,3,2,0,
14-11-2025,karnataka,bengaluru,560073,2,0,0,
14-11-2025,karnataka,bengaluru,560082,1,0,0,
14-11-2025,karnataka,bengaluru,560093,1,1,0,
14-11-2025,karnataka,bengaluru,560098,1,1,0,
14-11-2025,karnataka,bengaluru,560100,1,4,0,
14-11-2025,karnataka,bengaluru,562149,1,0,0,
14-11-2025,karnataka,bijapur,586125,1,0,0,
14-11-2025,karnataka,bijapur,586217,1,0,0,
14-11-2025,karnataka,gulbarga,585101,0,1,0,
14-11-2025,karnataka,gulbarga,585102,3,0,0,
14-11-2025,karnataka,gulbarga,585105,0,1,0,
14-11-2025,karnataka,gulbarga,585302,2,0,0,
14-11-2025,karnataka,mysore,570001,2,0,0,
14-11-2025,karnataka,mysore,570004,1,0,0,
14-11-2025,karnataka,mysore,570026,2,0,0,
14-11-2025,karnataka,mysore,571101,1,0,0,
14-11-2025,karnataka,mysore,571311,1,0,0,
14-11-2025,karnataka,mysore,571604,2,0,0,
14-11-2025,karnataka,ramanagar,562112,1,0,0,
14-11-2025,madhya pradesh,east nimar,450051,1,0,0,
14-11-2025,madhya pradesh,east nimar,450114,3,0,0,
14-11-2025,madhya pradesh,east nimar,450554,1,0,0,
14-11-2025,madhya pradesh,east nimar,450881,0,1,0,
14-11-2025,madhya pradesh,hoshangabad,461116,0,1,0,
14-11-2025,madhya pradesh,hoshangabad,461668,3,0,0,
14-11-2025,maharashtra,ahmadnagar,413703,0,1,0,
14-11-2025,maharashtra,ahmadnagar,413709,3,0,0,
14-11-2025,maharashtra,ahmadnagar,413719,1,0,0,
14-11-2025,maharashtra,ahmadnagar,414001,7,1,2,
14-11-2025,maharashtra,ahmadnagar,414102,4,1,0,
14-11-2025,maharashtra,ahmadnagar,414106,3,0,0,
14-11-2025,maharashtra,ahmadnagar,414401,1,1,0,
14-11-2025,maharashtra,ahmadnagar,414602,1,1,0,
14-11-2025,maharashtra,ahmadnagar,414607,1,0,0,
14-11-2025,maharashtra,ahmadnagar,414609,1,0,0,
14-11-2025,maharashtra,ahmadnagar,422601,3,3,0,
14-11-2025,maharashtra,aurangabad,423701,2,0,0,
14-11-2025,maharashtra,aurangabad,431009,0,1,0,
14-11-2025,maharashtra,aurangabad,431111,4,2,0,
14-11-2025,maharashtra,aurangabad,431113,2,0,0,
14-11-2025,maharashtra,aurangabad,431115,1,0,0,
14-11-2025,maharashtra,aurangabad,431117,4,0,0,
14-11-2025,maharashtra,aurangabad,431134,3,0,0,
14-11-2025,maharashtra,bid,431124,1,0,0,
14-11-2025,maharashtra,bid,431523,1,0,0,
14-11-2025,maharashtra,osmanabad,413501,3,2,0,
14-11-2025,maharashtra,osmanabad,413508,2,0,0,
14-11-2025,maharashtra,osmanabad,413534,1,0,0,
14-11-2025,maharashtra,osmanabad,413603,1,0,0,
14-11-2025,maharashtra,osmanabad,413608,2,1,0,
14-11-2025,manipur,imphal east,795130,0,1,0,
14-11-2025,manipur,imphal west,795001,3,4,0,
14-11-2025,manipur,imphal west,795004,0,2,0,
14-11-2025,manipur,imphal west,795134,0,1,0,
14-11-2025,meghalaya,east garo hills,783134,0,0,1,
14-11-2025,meghalaya,east khasi hills,793005,0,1,1,
14-11-2025,meghalaya,east khasi hills,793009,0,2,5,
14-11-2025,meghalaya,east khasi hills,793010,1,0,1,
